"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"description_short";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.discussions_open";"metric.reuses";"metric.reuses_by_months";"metric.dataservices";"metric.followers";"metric.followers_by_months";"metric.views";"metric.resources_downloads"
"5e166f7b9ce2e717e5a48bf3";"Compte Administratif 2012 - Nord - Pas-de-Calais";"compte-administratif-2012-nord-pas-de-calais";"";"https://www.data.gouv.fr/datasets/compte-administratif-2012-nord-pas-de-calais";"Région Hauts-de-France";"5df935d8634f414e69469492";"";"";"Compte Administratif pour 2012 présenté par M. Daniel PERCHERON, Président du Conseil régional Région Nord - Pas-de-Calais voté lors de la séance plénière des 23 et 24 mai 2013.";"";"";"License Not Specified";"";"";"";"";False;"2013-07-30T00:00:00";"2022-06-15T00:00:00";"administration,budget,compte-administratif,dcat,finances-publiques,nord-pas-de-calais-ancienne-region";False;21;21;"www:link:landing_page,www:download:application/pdf,www:download:application/zip,www:download-1.0-http--download";"CSW-DCAT";"opendata.hautsdefrance.fr";"";"";"https://opendata.hautsdefrance.fr/geonetwork/srv/resources/datasets/a8cbc45b-efc6-4bb7-b4cd-78863a66ba74";"0.33";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";2394;2728
"5e166f79dee7e75ddd25e8df";"Répartition des conseillers régionaux du Nord - Pas-de-Calais 2010-2015 (par commissions thématiques)";"repartition-des-conseillers-regionaux-du-nord-pas-de-calais-2010-2015-par-commissions-thematiques";"";"https://www.data.gouv.fr/datasets/repartition-des-conseillers-regionaux-du-nord-pas-de-calais-2010-2015-par-commissions-thematiques";"Région Hauts-de-France";"5df935d8634f414e69469492";"";"";"Pour chaque commission liste des conseillers régionaux Nord - Pas-de-Calais au cours de la mandature 2010 - 2015";"";"";"License Not Specified";"";"";"";"";False;"2013-07-30T00:00:00";"2022-09-27T00:00:00";"administration,commission,conseil-regional,cooperation,dcat,institution";False;2;2;"www:download:text/csv,www:link:landing_page";"CSW-DCAT";"opendata.hautsdefrance.fr";"";"";"https://opendata.hautsdefrance.fr/geonetwork/srv/resources/datasets/d9068bc4-a776-4d28-b8b7-a86fcdac8ca0";"0.33";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";2346;396
"5e166f77dee7e75dcc25e8dc";"Compte Administratif 2010 - Nord - Pas-de-Calais";"compte-administratif-2010-nord-pas-de-calais";"";"https://www.data.gouv.fr/datasets/compte-administratif-2010-nord-pas-de-calais";"Région Hauts-de-France";"5df935d8634f414e69469492";"";"";"Compte Administratif pour 2010 présenté par M. Daniel PERCHERON, Président du Conseil régional Nord - Pas-de-Calais voté lors de la séance plénière des 22, 23 et 24 juin 2011.";"";"";"License Not Specified";"";"";"";"";False;"2013-07-30T00:00:00";"2022-06-15T00:00:00";"administration,budget,compte-administratif,dcat,finances-publiques,nord-pas-de-calais-ancienne-region";False;13;13;"www:download:application/pdf,www:link-1.0-http--link,www:link:landing_page,www:download-1.0-http--download,www:download:application/zip,zip";"CSW-DCAT";"opendata.hautsdefrance.fr";"";"";"https://opendata.hautsdefrance.fr/geonetwork/srv/resources/datasets/a64160ca-08a1-47e7-9f95-053cab75dd5b";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1544;800
"5e166f7706e3e76950ce8d4c";"Budget Primitif 2013 - Nord - Pas-de-Calais";"budget-primitif-2013-nord-pas-de-calais";"";"https://www.data.gouv.fr/datasets/budget-primitif-2013-nord-pas-de-calais";"Région Hauts-de-France";"5df935d8634f414e69469492";"";"";"Budget Primitif du Conseil régional Nord - Pas-de-Calais pour l'année 2013, présenté par M. Daniel PERCHERON, Président du Conseil régional, les 19, 20 et 21 décembre 2012.";"";"";"License Not Specified";"";"";"";"";False;"2021-04-07T00:00:00";"2022-06-15T00:00:00";"administration,administration-regionale,budget,budget-primitif,conseil-regional,dcat,finances-publiques,nord-pas-de-calais-ancienne-region";False;7;7;"www:link:landing_page,www:download:application/pdf,www:download:application/zip,www:download-1.0-http--download";"CSW-DCAT";"opendata.hautsdefrance.fr";"";"";"https://opendata.hautsdefrance.fr/geonetwork/srv/resources/datasets/59f6b15d-7567-4e3c-be57-d5e9847a5afb";"0.33";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1629;627
"5e166f759ce2e717e5a48bec";"Budget Primitif 2011 - Nord - Pas-de-Calais";"budget-primitif-2011-nord-pas-de-calais";"";"https://www.data.gouv.fr/datasets/budget-primitif-2011-nord-pas-de-calais";"Région Hauts-de-France";"5df935d8634f414e69469492";"";"";"Budget Primitif du Conseil régional Nord - Pas-de-Calais pour l'année 2011, présenté par M. Daniel PERCHERON, Président du Conseil régional les 15,16, 17et 18 décembre 2010.";"";"";"License Not Specified";"";"";"";"";False;"2013-07-30T00:00:00";"2022-06-15T00:00:00";"administration,administration-regionale,budget,budget-primitif,conseil-regional,dcat,finances-publiques,nord-pas-de-calais-ancienne-region";False;5;5;"www:link:landing_page,www:download-1.0-http--download,www:download:application/zip";"CSW-DCAT";"opendata.hautsdefrance.fr";"";"";"https://opendata.hautsdefrance.fr/geonetwork/srv/resources/datasets/bb259712-054d-4671-be77-b9001b06cf78";"0.33";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";2078;1900
"5e166f809ce2e71756a48bfb";"Occupation du sol 1990 (Nord - Pas-de-Calais)";"occupation-du-sol-1990-nord-pas-de-calais";"";"https://www.data.gouv.fr/datasets/occupation-du-sol-1990-nord-pas-de-calais";"Région Hauts-de-France";"5df935d8634f414e69469492";"";"";"Mode d'occupation des sols en Nord - Pas-de-Calais pour l'année 1990. Base de données construite par exploitation en photo-interprétation assistée par ordinateur d'images spatiales SPOT infra-rouge couleur à 20 m de résolution. Nomenclature en 31 postes.";"";"";"Open Data Commons Open Database License (ODbL)";"";"";"";"";False;"2013-07-29T00:00:00";"2022-06-15T00:00:00";"amenagement-du-territoire,dcat,occupation-du-sol,ocs,sol,urbanisme";False;3;3;"shp,www:download:x-gis/x-shapefile,www:link:landing_page";"CSW-DCAT";"opendata.hautsdefrance.fr";"";"";"https://opendata.hautsdefrance.fr/geonetwork/srv/resources/datasets/637fb2e8-32c2-4513-b5e1-f6dc85f1ff48";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";3004;569
"5e166f7606e3e76946ce8d4b";"Mandats nationaux des conseillers régionaux 2010 - 2015 du Nord - Pas-de-Calais";"mandats-nationaux-des-conseillers-regionaux-2010-2015-du-nord-pas-de-calais";"";"https://www.data.gouv.fr/datasets/mandats-nationaux-des-conseillers-regionaux-2010-2015-du-nord-pas-de-calais";"Région Hauts-de-France";"5df935d8634f414e69469492";"";"";"Mandats parlementaires des conseillers régionaux du Nord - Pas-de-Calais sur la mandature 2010 - 2015";"";"";"License Not Specified";"";"";"";"";False;"2013-07-30T00:00:00";"2022-08-24T00:00:00";"administration,conseiller-regional,dcat,elu,institution,mandat-parlementaire,nord-pas-de-calais-ancienne-region";False;2;2;"www:download:text/csv,www:link:landing_page";"CSW-DCAT";"opendata.hautsdefrance.fr";"";"";"https://opendata.hautsdefrance.fr/geonetwork/srv/resources/datasets/fd657ed7-8dcf-466b-b588-ca7319a0bbec";"0.33";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";2531;355
"5878ee89a3a7291484cac832";"Subventions des ministères aux associations en 2011 (détail)";"subv-asso-2011";"";"https://www.data.gouv.fr/datasets/subv-asso-2011";"NosDonnées.fr";"534fff99a3a7292c64a78016";"";"";"Données tirées de l'annexe du projet de loi de finances pour 2013. 
Attention cependant, il s'agit des subventions versées aux associations au cours de l'année 2011. 
N'hésitez pas à contacter si il y a des erreurs.";"";"";"Open Data Commons Public Domain Dedication and Licence (PDDL)";"";"";"";"";False;"2013-07-27T00:00:00";"2017-07-10T06:06:12.432000";"2011,2013,association,finances,subvention";False;2;2;"csv/utf8,csv";"";"www.nosdonnees.fr";"";"";"";"0.56";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1876;2362
"5e166f7c06e3e76946ce8d52";"Occupation du sol 1998 (Nord - Pas-de-Calais)";"occupation-du-sol-1998-nord-pas-de-calais";"";"https://www.data.gouv.fr/datasets/occupation-du-sol-1998-nord-pas-de-calais";"Région Hauts-de-France";"5df935d8634f414e69469492";"";"";"Mode d'occupation des sols en Nord - Pas-de-Calais pour l'année 1998. Base de données construite par exploitation en photo-interprétation assistée par ordinateur de photographies infra-rouge couleur à 50 cm de résolution. Nomenclature en 55 postes.";"";"";"Open Data Commons Open Database License (ODbL)";"";"";"";"";False;"2013-07-25T00:00:00";"2022-06-15T00:00:00";"amenagement-du-territoire,dcat,environnement,occupation-du-sol,ocs,sol,urbanisme";False;3;3;"shp,www:download:x-gis/x-shapefile,www:link:landing_page";"CSW-DCAT";"opendata.hautsdefrance.fr";"";"";"https://opendata.hautsdefrance.fr/geonetwork/srv/resources/datasets/e3221b28-d153-4d81-ab4c-8de7e23e73d5";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1709;325
"536991d1a3a729239d203d6f";"cotations des fruits et légumes, par marché et par produit";"cotations-des-fruits-et-legumes-par-marche-et-par-produit-572906";"";"https://www.data.gouv.fr/datasets/cotations-des-fruits-et-legumes-par-marche-et-par-produit-572906";"FranceAgriMer - Établissement national des produits de l'agriculture et de la mer";"534fff78a3a7292c64a77e02";"";"";"Cotations fruits et légumes à différents stades de commercialisation établies par FranceAgrimer - Réseau des nouvelles des marchés";"";"daily";"Licence Ouverte / Open Licence";"2013-07-01";"2013-07-07";"other";"";False;"2013-07-24T22:02:05.178000";"2024-11-14T10:46:23.315000";"";"2024-11-14T10:46:23.262000";0;0;"";"";"";"";"";"";"0.44";0;0;0;0;0;0;0;869;""
