2021,French Tech Next40/120,AB Tasty
2021,French Tech Next40/120,AFYREN
2021,French Tech Next40/120,Agriconomie
2021,French Tech Next40/120,Akeneo
2021,French Tech Next40/120,Alan
2021,French Tech Next40/120,Aledia
2021,French Tech Next40/120,All Mol Technology
2021,French Tech Next40/120,Alma
2021,French Tech Next40/120,Amarisof
2021,French Tech Next40/120,Ankorstore
2021,French Tech Next40/120,Back Market
2021,French Tech Next40/120,Believe
2021,French Tech Next40/120,Biolog-id
2021,French Tech Next40/120,BioSerenity
2021,French Tech Next40/120,BlaBlaCar
2021,French Tech Next40/120,Brut
2021,French Tech Next40/120,CertiDeal
2021,French Tech Next40/120,Cityscoot
2021,French Tech Next40/120,Contentsquare
2021,French Tech Next40/120,Cooptalis
2021,French Tech Next40/120,CorWave
2021,French Tech Next40/120,CybelAngel
2021,French Tech Next40/120,Deezer
2021,French Tech Next40/120,Devialet
2021,French Tech Next40/120,DNA Script
2021,French Tech Next40/120,Doctolib
2021,French Tech Next40/120,Dreem
2021,French Tech Next40/120,Dynacure
2021,French Tech Next40/120,EcoVadis
2021,French Tech Next40/120,ekWateur
2021,French Tech Next40/120,Enterome
2021,French Tech Next40/120,ENYO Pharma
2021,French Tech Next40/120,Evaneos
2021,French Tech Next40/120,Exotec
2021,French Tech Next40/120,Eyevensys
2021,French Tech Next40/120,Finalcad
2021,French Tech Next40/120,FlexFuel
2021,French Tech Next40/120,Flying Whales
2021,French Tech Next40/120,Frichti
2021,French Tech Next40/120,Geosat
2021,French Tech Next40/120,Gojob
2021,French Tech Next40/120,Happn
2021,French Tech Next40/120,Happytal
2021,French Tech Next40/120,Heetch
2021,French Tech Next40/120,Hoppen
2021,French Tech Next40/120,HR Path
2021,French Tech Next40/120,iAdvize
2021,French Tech Next40/120,Igyxos
2021,French Tech Next40/120,Ilek
2021,French Tech Next40/120,ImCheck
2021,French Tech Next40/120,InnovaFeed
2021,French Tech Next40/120,Inotrem
2021,French Tech Next40/120,Ivalua
2021,French Tech Next40/120,JobTeaser
2021,French Tech Next40/120,Joone
2021,French Tech Next40/120,Keranova
2021,French Tech Next40/120,Kineis
2021,French Tech Next40/120,Klaxoon
2021,French Tech Next40/120,Kovers
2021,French Tech Next40/120,Ledger
2021,French Tech Next40/120,Lemonway
2021,French Tech Next40/120,Luko
2021,French Tech Next40/120,LumApps
2021,French Tech Next40/120,Lydia
2021,French Tech Next40/120,Madbox
2021,French Tech Next40/120,ManoMano
2021,French Tech Next40/120,Medadom
2021,French Tech Next40/120,Meero
2021,French Tech Next40/120,Meilleurtaux
2021,French Tech Next40/120,Microphyt
2021,French Tech Next40/120,Mirakl
2021,French Tech Next40/120,MisterFly
2021,French Tech Next40/120,MisterTemp
2021,French Tech Next40/120,Molotov
2021,French Tech Next40/120,MWM
2021,French Tech Next40/120,October
2021,French Tech Next40/120,OKWind
2021,French Tech Next40/120,OpenClassrooms
2021,French Tech Next40/120,Ornikar
2021,French Tech Next40/120,OVHcloud
2021,French Tech Next40/120,Papernest
2021,French Tech Next40/120,PayFit
2021,French Tech Next40/120,PerfectStay
2021,French Tech Next40/120,Pharmedicom
2021,French Tech Next40/120,Platform.sh
2021,French Tech Next40/120,QAPA
2021,French Tech Next40/120,Qare
2021,French Tech Next40/120,Qonto
2021,French Tech Next40/120,Recommerce
2021,French Tech Next40/120,Renewable
2021,French Tech Next40/120,Robsath
2021,French Tech Next40/120,S4M
2021,French Tech Next40/120,Scality
2021,French Tech Next40/120,Selectra
2021,French Tech Next40/120,Sendinblue
2021,French Tech Next40/120,Shadow
2021,French Tech Next40/120,Shift
2021,French Tech Next40/120,Sigfox
2021,French Tech Next40/120,Skeepers
2021,French Tech Next40/120,SparingVision
2021,French Tech Next40/120,Spendesk
2021,French Tech Next40/120,Swile
2021,French Tech Next40/120,Talent.io
2021,French Tech Next40/120,Talentsoft
2021,French Tech Next40/120,Tissium
2021,French Tech Next40/120,Trusk
2021,French Tech Next40/120,Ubitransport
2021,French Tech Next40/120,Ultra Premium Direct
2021,French Tech Next40/120,Vade Secure
2021,French Tech Next40/120,Veepee
2021,French Tech Next40/120,Vestiaire Collective
2021,French Tech Next40/120,Virtuo
2021,French Tech Next40/120,Voodoo
2021,French Tech Next40/120,Withings
2021,French Tech Next40/120,Worldia
2021,French Tech Next40/120,Wynd
2021,French Tech Next40/120,Ynsect
2021,French Tech Next40/120,Younited Credit
2021,French Tech Next40/120,Yubo
